ID,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29,sample30,sample31,sample32,sample33,sample34,sample35,sample36,sample37,sample38,sample39,sample40,sample41,sample42,sample43,sample44,sample45,sample46,sample47,sample48,sample49,sample50
Cadm1,5.01418763277,4.60004015233,4.46061949885,4.00110838627,6.75115242941,3.99880025107,5.24779371508,4.54463783553,5.76212626086,5.63828840238,5.12081001888,3.76722940369,8.55246028703,3.18464241787,3.12356538811,6.38315693746,6.36088808446,3.21147901162,4.82945777262,6.88990599719,6.68470296811,4.10697078423,7.9748279747,6.86143467769,4.73742968613,3.86116726656,5.73103467029,5.02996799323,3.45316221676,4.07854702119,5.07547078342,5.87362360957,3.81472986385,4.42628107465,6.17974499878,3.82574706516,4.53076081216,6.32081309926,3.7515393646,5.6852492459,3.9600604088,3.63118643904,5.14593166376,4.26126518685,7.06590578987,8.74851832151,6.65045357211,5.68412172737,5.7835881876,6.55364756966
Elavl4,11.0803233269,8.99224151211,11.0398978048,7.30395238143,3.31525739121,8.83652606296,9.52573316252,3.34757161806,13.5546050719,13.2900881704,5.65796843481,7.49232190873,15.2993346721,7.77818415466,3.4512185191,5.80813219999,8.68180414468,8.21724091585,4.34789598714,8.16965981283,10.9733509738,7.01293326217,19.3850024766,8.19586991663,10.0499953821,7.36887836579,9.97801829452,1.71002995042,2.96752486975,9.37326002313,11.2157464848,4.05609376963,2.4085052479,12.7580488132,13.2657949294,10.4669984299,2.80337385631,1.93995789653,8.29013036163,12.9439354486,6.76207375706,2.6747250503,7.45026069709,11.8730029563,12.2381555396,12.8882840363,5.78938631739,8.66257922813,10.0695165993,12.4133255521
Gng11,535.567934884,357.16102833,437.372875231,288.468286594,648.984626537,380.034292085,499.963392854,491.482770413,361.828356503,284.552945438,425.994831022,312.347235399,337.666029133,374.616176625,500.444414999,487.278068193,418.136702631,402.145474517,631.900134433,387.701228404,426.867924647,592.201315658,287.480960231,347.619648298,478.176877375,278.378938561,212.855940923,557.917037193,442.600818165,247.00316518,231.753572301,714.607636962,432.191472087,416.246089286,343.703562262,407.17059973,496.515124575,506.346949838,115.917893756,260.839057887,389.330245517,421.785649379,371.006717806,333.940038963,454.357621377,476.561185837,406.830136315,621.778652454,252.715090916,431.999034061
Uchl1,338.339179682,436.708199212,319.822335304,286.262389711,231.4453654,432.629205531,468.124568497,122.414962588,349.562499319,668.244183758,254.648884273,542.427791253,544.511370881,265.965080033,117.281555674,347.552918614,483.777086744,352.641663167,131.400919072,390.103921879,561.226094107,274.279104096,708.876350886,354.201463247,462.173080438,268.177948285,372.533850492,136.43534725,186.029663472,354.748828506,392.740739912,188.776514929,229.528561768,384.542061954,415.065161732,321.197380446,186.390149416,92.868138081,430.455093146,506.243377142,412.569879339,165.980802242,250.282819854,500.866907541,544.329207402,348.478197897,290.173128006,339.813922958,355.349982336,500.70302617
Ecscr,0.0,12.4984621067,56.7199692707,24.5782399105,13.2477985732,25.680609608,33.0999269787,13.3769265165,45.9576088186,46.468898651,27.8268223133,0.0,28.7700141033,5.92032273454,18.3881339628,26.5249701666,13.21621639,29.8510628656,25.2716098309,35.6138559637,40.476562999,32.9691115958,21.1261760549,0.0,26.7732484033,6.1991799401,6.13419254013,20.4998855269,20.3284393145,28.8120245992,17.9272898295,32.4163749074,32.081362643,27.1900152812,24.9459937566,32.1740158172,25.6052738968,24.8066858609,18.9299634502,24.3407450971,31.7897741189,7.12548369025,12.5352881047,6.54408653637,33.7267451175,20.6006799134,28.4731571435,41.5388940996,6.19044301015,6.61383485029
Rbp4,351.402629181,816.857479908,344.368588808,342.33713264,638.728224401,412.720903171,546.144587368,566.126278343,590.878989517,320.063927832,521.748898552,477.600814963,192.654860129,678.717484306,1077.01097712,319.71815927,219.481902618,569.298027056,676.912905185,814.024721789,310.799785609,805.382092474,603.600379692,224.574981386,516.337241078,757.179716124,617.796060293,146.426625617,1226.95706266,543.308277943,921.967802201,826.6111915,481.216732103,728.298369558,207.139245107,634.282853553,507.529197329,1049.8462952,581.415826444,821.493817813,1042.24242149,534.40715942,496.930806969,301.493092567,440.853343188,169.21856697,663.521139181,259.616087906,444.38194948,354.30985148
Bex2,5816.0180759,5333.07809247,5448.14573136,5311.85273533,4368.0874262,5372.2093071,6126.38298197,4744.24332755,4911.60907124,7467.77144196,5859.73332178,6415.2009905,7413.50641659,4133.7724573,3294.72202173,5181.37070778,6811.15446509,5359.63789838,3501.09227051,5591.74436827,6616.92609631,5371.37180393,7960.86845066,5807.67278521,6045.87718311,4397.18615945,4894.97564955,3635.23134431,4280.73431777,4342.83491788,5828.23014657,4454.99034777,4871.17810995,6855.69500362,5702.37011945,4706.95274174,3405.42490324,4055.28520394,5944.40077605,6069.8369102,5531.56130895,3869.64447737,4549.94618604,5548.44269016,6877.85299857,6430.98718621,5206.91160547,5793.10322443,5111.38551997,5754.18259106
Dpysl3,21.2557504859,19.2623225555,16.9351815325,13.5977258508,7.85276211427,18.7743332907,30.3460721978,4.757582379,17.1234309131,30.4305495107,11.5462346722,26.2916501854,31.8335866135,14.9731378251,4.84433163032,14.1506418361,22.4575855371,15.5711682161,3.99466500844,19.7030971968,27.7251039463,9.38052633757,37.2899588807,17.0837386298,18.5151221796,9.7989986999,16.483665101,5.94073702553,5.89105299875,20.0389015159,21.7254448861,7.17364596768,10.6492631464,10.744764911,20.2088749495,12.7143082718,6.57703644804,5.88176222134,23.4392569781,31.2611316562,26.1299298134,4.5052801236,11.8886633098,21.7227991075,34.1194374483,23.8797864021,11.2518281663,14.2263827682,14.6777824473,35.0223763595
Lgals4,15.4840837699,14.7515266952,59.506424512,14.5044469898,7.81797202878,45.4649774047,70.3201733207,55.2592234335,30.9955799842,23.5053101424,106.740041555,15.7051021856,42.4453852246,48.9129451946,43.4058281272,109.572946461,77.9933431901,70.4644694657,89.4817675656,42.0338712463,63.6975540952,70.0422584962,66.4920952956,23.1927989409,110.598567895,14.6333793061,65.1598843229,120.976727384,119.964965554,54.4094268739,70.5299826052,107.127968548,68.1562525162,48.1372307457,95.6895609652,68.3530924448,83.1079388054,80.5159335067,22.3424177145,64.6393198648,67.536778172,100.919708658,59.1799648728,46.3426298755,103.497097436,56.7333895327,58.8103908066,8.17116671329,43.8382664395,23.4182799098
Tagln3,268.182270824,337.772363065,213.989510264,217.15202879,82.6207538044,266.931308404,293.589103419,27.8086895286,327.562975855,538.211692621,149.440476861,359.60681135,413.676740832,139.484909967,72.2051630536,229.756519933,402.960748537,273.046527432,52.5360104812,259.126139152,416.049794269,118.799199846,517.259448632,254.180641257,194.801947264,94.5061020213,306.050312493,80.4974327487,51.6509597064,303.473163682,273.300387787,107.822304842,97.8156646595,263.77911977,345.727346016,240.786400099,75.4086703611,17.1898336659,332.311247158,413.240501605,299.591355381,14.8128468403,108.579355724,308.362014123,518.836274643,275.988648919,202.237839805,235.072966,218.773559646,439.974500196
Emcn,0.0,1.2716693795,0.0,1.25036963866,2.69582283765,1.30645052994,0.673557486406,0.0,3.34000429076,5.40346027118,0.0,0.676936630494,6.5862805967,0.0,0.623640111538,0.674702856745,1.34469805586,2.42978262559,0.0,6.64321134091,0.686388524098,2.01268648869,0.0,1.99935727654,0.681018190353,0.630742185765,2.49651989331,2.08578275354,2.0683387755,1.75890613413,3.04005209322,1.31929547851,2.61132201243,0.0,1.90361758896,0.654715922346,2.60523594746,3.15497844325,0.0,0.0,0.0,0.72498995042,0.637708140009,1.99750522763,6.86312742642,4.19207637215,2.89703179224,4.93082235022,0.629853237492,0.67293169259
Spink1,179.694458861,195.649205894,141.815219824,60.1163102074,187.937414341,219.844148603,213.733452082,170.137960589,154.160160896,90.9272181074,238.217244574,188.768665701,119.627364204,156.390610589,155.916214268,129.755697771,109.907567358,110.980052189,166.893033929,214.867633489,125.402879128,154.828180804,110.235417591,83.3098587256,203.003861449,72.7808322812,108.026781629,93.596529551,198.886619761,107.117123705,146.162150001,76.1162207936,276.20847984,332.522466853,213.555318281,69.2515472151,194.147882102,194.160223399,80.2552407806,148.838544609,161.730643568,271.882019038,55.1884710938,192.075431444,105.590765381,188.113454951,139.28590116,108.374022006,133.243471637,64.7075378821
Spp1,328.002637484,449.196792582,78.7835773709,124.82063074,414.024407794,431.385979356,206.889885737,282.190469815,184.664800858,176.34595145,434.826343615,239.116996997,44.9564808278,314.540470326,363.958807733,518.10424409,278.800239179,279.874468727,217.194003217,380.280308001,305.70504667,247.286674752,495.18147195,184.236746011,355.608575855,145.304055009,258.805439755,202.878495178,317.655420336,99.0486796106,28.0134677245,182.355631613,270.706571809,531.094369778,263.121789953,311.708893304,170.047632018,407.014872488,147.90130722,218.702599835,278.181152333,445.375757912,137.114881533,143.162509338,126.484673784,472.133926231,333.694555719,411.092457821,512.684080363,320.381383753
Pax6,29.9101474121,20.3536346726,14.3683503943,24.0152674032,2.15739224613,18.8192902256,12.9367049929,10.8921030857,12.8299814215,21.6211969282,11.3289333246,36.8378854796,70.2775691423,25.0671019475,9.98163768192,25.9174071753,23.6747402717,29.1673146489,12.346377731,25.1319676931,26.3662895179,17.1807698495,52.7524784673,29.867229926,23.9799986423,12.1143714508,15.9831650208,2.22559211569,19.8628098597,13.1376354148,19.462954975,8.44636463774,12.5386114764,22.1393493476,8.12486590962,16.7664317943,8.33959228164,24.2384807254,22.6066702104,21.8012781112,24.8492952768,16.2453017757,12.2481632902,29.8395632497,26.3633785196,22.3653496665,11.592070959,13.5291441137,14.1135141412,30.1575998791
Cpe,41.1422826143,42.6542831382,29.0648326921,30.0379993064,26.8825673553,48.5583068793,61.0606435027,37.6322795548,40.5731318635,51.4337241224,32.7248862162,59.5259669585,61.6974731375,32.7643063516,15.2645678641,54.4363834999,53.0274500174,49.5606107556,23.8924738204,46.5362108788,62.8460659681,43.7899129854,72.098622005,42.895744608,46.3027393124,23.4434997086,47.5270693276,23.3204137197,48.7507982352,31.3588501457,34.7246822221,37.0757954285,35.508996416,59.5631162357,32.7883844943,39.7662295284,19.4844306503,31.4612367403,51.7991785875,52.1988783663,54.5386937304,26.9465117048,26.0148414675,41.0451920344,56.617431601,51.9371958025,37.4243990156,38.9527263787,43.3949974946,52.4633650289
Rfesd,293.717796771,374.219664917,312.793953577,344.747536658,314.465812346,363.67352089,271.423638632,371.655543515,315.229196815,161.158752838,277.723345292,251.249649018,162.969532027,405.62633885,333.97566457,214.6462017,178.247806447,286.653234106,323.797556016,211.34341839,112.821304262,181.419706882,208.948555936,332.166947028,169.713339242,341.123358564,258.124394826,320.720321377,281.481951084,441.437436932,428.767708917,265.81842414,190.380532074,161.353793913,198.504279589,378.389267034,238.284377458,264.309572079,319.987798813,308.587816304,384.160320464,345.966385587,317.840490712,278.902989585,192.86674031,118.546114077,261.132899501,141.92677057,330.623690286,306.851917902
Cldn7,645.913545929,596.708038318,676.988522831,641.717909347,632.483247233,536.399910438,572.849260866,638.648140247,803.209004812,594.252369387,1328.52253449,734.543349487,879.932316609,512.305133597,749.869326119,593.610392054,887.30920451,659.138753884,810.637518018,956.416005071,905.837340433,806.689538319,483.295558279,625.441684561,838.833360941,517.93779282,549.115858123,672.867340173,909.872678879,395.473089241,374.453597703,909.238104476,880.695873893,1034.43918694,967.674929361,691.230822213,802.239520475,1110.3127677,583.680981178,417.625531001,588.117983363,637.853485281,654.572410792,781.077905101,483.059909599,1167.93986677,594.728831394,785.005327406,424.849286895,592.052103931
Crip2,819.156795567,747.427477612,1019.79967601,594.411279717,955.346986047,1005.00658884,1059.57569701,529.385966424,900.715324441,1506.21724156,513.909302125,1018.08302572,1252.41667968,791.39360984,722.311903368,699.809329581,1127.41145786,1029.0807048,633.404780892,772.561447521,1150.95323182,684.262621235,1263.3781937,990.794376055,894.722241129,839.573133429,884.717913345,600.943649907,655.509571155,922.313848809,882.889264325,478.935795644,564.269233663,836.914447781,998.195884969,871.484278102,529.176874974,556.304402174,854.580169375,1048.89862853,1084.73271099,576.508542487,705.533863139,851.75426762,1103.36941076,1002.47132034,738.688282715,974.153132732,849.278045432,1186.55283921
Nupr1,239.644315012,213.086219713,130.47074736,172.103370249,282.327066861,258.006132448,161.234426911,187.337591744,79.9521478969,218.272415673,160.963710878,137.736819937,70.0714043745,201.871107056,246.320805158,153.43317253,96.5670895718,94.5156876329,115.40773746,195.165146969,115.014120975,264.985391014,205.817184506,151.556954242,285.285613692,135.886871147,74.7012991456,108.179329364,181.541623516,161.39956499,101.880759058,181.590460282,328.172997469,322.83812673,197.462630075,133.215555258,163.704071333,203.912228578,207.473692411,140.798565221,170.337735685,147.51426612,83.9590973472,247.048077583,57.5007113592,234.147261148,164.702422096,143.325462637,241.236189243,177.193088629
S100a16,82.487268913,98.2309615047,128.783031092,135.21990806,156.180494115,100.917655,104.058807399,126.16224388,185.760641487,166.957577636,164.027511233,104.580855941,260.033757939,111.67306627,154.155207387,166.777211539,176.582588723,103.229611465,119.172479523,279.905102271,169.665746836,176.200839989,210.317327111,164.737819085,94.6902794813,68.2109495715,144.634026042,161.11769983,159.770227946,144.925753847,112.718822658,112.100858916,161.370668329,96.1642796305,117.636982766,141.607128144,211.305373865,155.973404284,188.453381474,95.6523600351,89.945980424,190.407953199,108.372432707,154.298642621,190.852891547,269.849812757,156.648226445,185.001143957,116.768254623,124.754553199
Hoxb5,792.513271831,666.193420032,604.657916952,283.848525176,1129.81532148,456.276220153,235.239113085,641.715621852,606.576015731,330.251559519,741.613078766,567.406259876,766.750097983,694.243502635,762.319362327,541.970004172,516.597533027,466.72920538,763.315946842,442.934536312,599.300842538,585.773540829,450.427240027,325.860751186,285.413705573,638.829175744,130.785969428,1141.24934455,650.128266756,348.100939901,297.285633848,1197.98198634,592.800623967,579.713219636,620.513666854,617.37854483,796.140983173,639.085928888,201.801101357,324.352790046,429.263083271,683.644960097,801.787584646,627.863591232,431.448966785,585.630980381,885.311651563,910.244169305,285.968096172,775.567832734
Epcam,160.553729803,99.422622169,158.111193537,154.155820583,202.660452399,149.284327828,113.422795123,143.245066355,124.539282952,166.545721028,148.989941891,162.845459267,228.859376264,130.41668765,150.024324,129.846477943,153.65476212,175.354257589,166.236602764,163.442706078,165.119228902,189.635823106,124.963425251,164.331438253,172.018695297,125.179572861,120.113733038,163.072252878,277.806797776,98.729533914,138.951188092,210.259484174,235.569649314,207.971942175,141.19776583,129.937494834,168.431444373,193.537093516,119.694858988,89.3656053573,132.27617793,165.685014396,180.255060157,240.262264981,115.570699116,264.719620686,169.873456459,211.816099706,132.579097099,149.740870384
Aplnr,0.0,0.0,0.0,15.4004367539,16.6018303017,16.0911686723,0.0,0.0,0.0,0.0,0.0,0.0,18.0269532814,14.8384190516,15.3623853266,0.0,0.0,0.0,0.0,0.0,0.0,16.5264468021,0.0,16.4169987998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0814443397,0.0,15.630866999,0.0,16.0439641996,0.0,0.0,0.0,0.0,0.0,15.7089289023,0.0,16.9062262224,0.0,0.0,0.0,15.5154358332,0.0
Mllt11,331.193945649,422.181407078,286.828543095,240.326904609,150.734482561,310.458221868,324.829181381,61.832757327,219.435130714,514.564419661,93.9953003695,359.577813253,439.873146902,214.716032497,78.4581069124,207.489681872,521.613760023,314.17413643,76.3784346595,265.923802693,450.950784472,150.050046412,530.828730785,340.034742265,252.270147564,189.562144716,231.196996939,106.90592549,91.5556814404,258.162547269,322.965321897,142.923963562,114.070074812,241.695397399,368.101702342,215.071091971,127.460724099,79.383487825,358.977660806,398.116905675,334.578533303,45.6042980464,133.713265344,269.914330303,450.900996771,332.061195992,177.170982506,265.855931946,299.350203728,301.010909367
Tmem88,106.317725535,0.0,136.195502489,132.788381241,178.934062605,138.744132678,71.5313340371,180.678155207,212.823672007,179.326156924,75.1697172689,215.670590329,77.7175992866,127.942452382,99.3452156,71.6529715661,142.805993184,161.275759806,136.534437496,224.478672346,109.340971901,284.994530167,114.137982637,70.7767815388,108.485483368,33.4921895249,198.846500138,36.9181116394,183.046776306,93.3973007199,96.8554219168,105.081192925,103.995214358,146.898969506,134.775237831,34.7651865549,103.752838416,167.528252197,34.0908490962,32.8763181519,34.349999517,76.9934257486,101.586237779,106.066829159,145.771866659,111.2988948,153.83137522,261.824942733,133.77994673,71.4648751714
